task_id,result,earned,run_dir
19398_889,pass,1000.0,runs/2026-08-18T14-35-49-GMT_run-group_qwen-cli/
20079,pass,2000.0,runs/2026-08-18T18-37-22-GMT_run-group_qwen-cli/
20569_1122,pass,1000.0,runs/2026-08-18T20-35-15-GMT_run-group_qwen-cli/
20672_1019,pass,1000.0,runs/2026-08-18T20-29-26-GMT_run-group_qwen-cli/
20703_962,pass,1000.0,runs/2026-08-18T22-19-48-GMT_run-group_qwen-cli/
22624,pass,2000.0,runs/2026-08-18T22-12-43-GMT_run-group_qwen-cli/
24145_783,pass,1000.0,runs/2026-08-18T01-26-06-GMT_run-group_qwen-cli/
25570_780,pass,1000.0,runs/2026-08-18T07-29-29-GMT_run-group_qwen-cli/
25640_655,fail,0.0,runs/2026-08-18T13-08-59-GMT_run-group_qwen-cli/
26161_924,pass,500.0,runs/2026-08-18T10-32-19-GMT_run-group_qwen-cli/
26228_719,fail,0.0,runs/2026-08-18T19-57-01-GMT_run-group_qwen-cli/
26258_492,pass,500.0,runs/2026-08-18T00-07-42-GMT_run-group_qwen-cli/
26648_972,pass,1000.0,runs/2026-08-18T20-55-31-GMT_run-group_qwen-cli/
27029_876,pass,500.0,runs/2026-08-18T14-54-44-GMT_run-group_qwen-cli/
27156_665,pass,500.0,runs/2026-08-17T20-37-10-GMT_run-group_qwen-cli/
27226_729,pass,500.0,runs/2026-08-18T21-31-26-GMT_run-group_qwen-cli/
27243_705,pass,500.0,runs/2026-08-18T20-39-14-GMT_run-group_qwen-cli/
27363_760,pass,500.0,runs/2026-08-18T11-44-30-GMT_run-group_qwen-cli/
27538_794,pass,500.0,runs/2026-08-17T20-10-33-GMT_run-group_qwen-cli/
28030_832,pass,500.0,runs/2026-08-17T21-22-08-GMT_run-group_qwen-cli/
28059_803,pass,500.0,runs/2026-08-18T11-25-31-GMT_run-group_qwen-cli/
28077_782,pass,500.0,runs/2026-08-18T13-45-18-GMT_run-group_qwen-cli/
28087_800,pass,500.0,runs/2026-08-18T05-51-24-GMT_run-group_qwen-cli/
28093_799,pass,500.0,runs/2026-08-18T23-15-14-GMT_run-group_qwen-cli/
28148_414,pass,500.0,runs/2026-08-18T13-15-21-GMT_run-group_qwen-cli/
28153_817,pass,500.0,runs/2026-08-18T16-01-58-GMT_run-group_qwen-cli/
28250_990,pass,500.0,runs/2026-08-18T23-07-43-GMT_run-group_qwen-cli/
28265_616,pass,500.0,runs/2026-08-18T13-44-35-GMT_run-group_qwen-cli/
28324_808,pass,500.0,runs/2026-08-18T06-59-18-GMT_run-group_qwen-cli/
28515_774,pass,500.0,runs/2026-08-17T23-00-33-GMT_run-group_qwen-cli/
28553_509,pass,500.0,runs/2026-08-18T18-18-27-GMT_run-group_qwen-cli/
28565_1001,pass,500.0,runs/2026-08-18T09-06-32-GMT_run-group_qwen-cli/
28660_787,pass,500.0,runs/2026-08-18T03-14-29-GMT_run-group_qwen-cli/
28663_630,fail,0.0,runs/2026-08-17T22-12-39-GMT_run-group_qwen-cli/
28806_750,pass,500.0,runs/2026-08-18T02-33-38-GMT_run-group_qwen-cli/
28943_641,pass,500.0,runs/2026-08-18T22-15-30-GMT_run-group_qwen-cli/
29001_615,pass,500.0,runs/2026-08-18T05-50-15-GMT_run-group_qwen-cli/
29159_628,pass,500.0,runs/2026-08-18T02-57-00-GMT_run-group_qwen-cli/
29163_589,pass,500.0,runs/2026-08-18T09-10-42-GMT_run-group_qwen-cli/
29178_405,pass,500.0,runs/2026-08-18T23-24-09-GMT_run-group_qwen-cli/
29187_639,pass,500.0,runs/2026-08-18T21-54-02-GMT_run-group_qwen-cli/
29222_720,pass,500.0,runs/2026-08-18T23-31-46-GMT_run-group_qwen-cli/
29318_1003,pass,500.0,runs/2026-08-18T10-20-55-GMT_run-group_qwen-cli/
29433_762,pass,500.0,runs/2026-08-18T09-14-53-GMT_run-group_qwen-cli/
29598_896,pass,500.0,runs/2026-08-18T15-34-59-GMT_run-group_qwen-cli/
29851_717,pass,500.0,runs/2026-08-18T19-04-57-GMT_run-group_qwen-cli/
29854_602,fail,0.0,runs/2026-08-17T21-34-34-GMT_run-group_qwen-cli/
29886_758,pass,500.0,runs/2026-08-17T20-52-15-GMT_run-group_qwen-cli/
29895_725,pass,500.0,runs/2026-08-18T21-23-41-GMT_run-group_qwen-cli/
30101_403,pass,500.0,runs/2026-08-18T18-04-02-GMT_run-group_qwen-cli/
30138_663,fail,0.0,runs/2026-08-18T10-03-04-GMT_run-group_qwen-cli/
30166_402,pass,500.0,runs/2026-08-18T19-53-02-GMT_run-group_qwen-cli/
30195_650,fail,0.0,runs/2026-08-18T14-56-30-GMT_run-group_qwen-cli/
32236_652,fail,0.0,runs/2026-08-17T21-37-07-GMT_run-group_qwen-cli/
37656_955,fail,0.0,runs/2026-08-18T08-57-48-GMT_run-group_qwen-cli/
37766_765,pass,500.0,runs/2026-08-18T06-16-48-GMT_run-group_qwen-cli/
38076_981,pass,500.0,runs/2026-08-18T01-05-07-GMT_run-group_qwen-cli/
38087_1083,pass,500.0,runs/2026-08-18T10-41-24-GMT_run-group_qwen-cli/
38130_971,fail,0.0,runs/2026-08-18T11-51-44-GMT_run-group_qwen-cli/
38147_954,pass,500.0,runs/2026-08-18T17-55-29-GMT_run-group_qwen-cli/
38163_970,pass,500.0,runs/2026-08-18T15-42-03-GMT_run-group_qwen-cli/
39614_1101,pass,250.0,runs/2026-08-18T17-31-08-GMT_run-group_qwen-cli/
39848_1045,fail,0.0,runs/2026-08-17T21-44-38-GMT_run-group_qwen-cli/
39904_611,pass,250.0,runs/2026-08-18T03-29-54-GMT_run-group_qwen-cli/
39909_632,fail,0.0,runs/2026-08-17T21-23-14-GMT_run-group_qwen-cli/
39947_987,pass,500.0,runs/2026-08-18T05-31-21-GMT_run-group_qwen-cli/
40250_1042,fail,0.0,runs/2026-08-18T18-14-04-GMT_run-group_qwen-cli/
41183_948,pass,250.0,runs/2026-08-18T08-34-52-GMT_run-group_qwen-cli/
41301_714,pass,250.0,runs/2026-08-18T02-42-03-GMT_run-group_qwen-cli/
41523_814,fail,0.0,runs/2026-08-18T10-14-11-GMT_run-group_qwen-cli/
41529_679,pass,250.0,runs/2026-08-18T02-29-44-GMT_run-group_qwen-cli/
41610_578,fail,0.0,runs/2026-08-18T21-39-45-GMT_run-group_qwen-cli/
41613_529,pass,250.0,runs/2026-08-18T04-08-11-GMT_run-group_qwen-cli/
41771_458,pass,250.0,runs/2026-08-18T05-34-16-GMT_run-group_qwen-cli/
41783_613,pass,250.0,runs/2026-08-18T13-56-59-GMT_run-group_qwen-cli/
41925_887,pass,250.0,runs/2026-08-18T18-55-07-GMT_run-group_qwen-cli/
42007_1137,fail,0.0,runs/2026-08-17T22-01-42-GMT_run-group_qwen-cli/
42153_910,fail,0.0,runs/2026-08-18T11-25-51-GMT_run-group_qwen-cli/
42194_994,pass,250.0,runs/2026-08-18T21-09-37-GMT_run-group_qwen-cli/
42204_388,pass,250.0,runs/2026-08-18T13-25-14-GMT_run-group_qwen-cli/
42220_883,pass,250.0,runs/2026-08-18T02-46-16-GMT_run-group_qwen-cli/
42284_635,fail,0.0,runs/2026-08-18T22-46-11-GMT_run-group_qwen-cli/
42525_1141,pass,250.0,runs/2026-08-18T10-30-17-GMT_run-group_qwen-cli/
42530_621,fail,0.0,runs/2026-08-18T10-43-43-GMT_run-group_qwen-cli/
42556_686,pass,250.0,runs/2026-08-18T03-57-10-GMT_run-group_qwen-cli/
42841_583,pass,250.0,runs/2026-08-18T08-52-15-GMT_run-group_qwen-cli/
42924_398,pass,250.0,runs/2026-08-18T00-39-09-GMT_run-group_qwen-cli/
42934_932,fail,0.0,runs/2026-08-18T10-27-05-GMT_run-group_qwen-cli/
43022_1084,pass,250.0,runs/2026-08-17T22-50-48-GMT_run-group_qwen-cli/
43094_678,pass,250.0,runs/2026-08-18T19-02-03-GMT_run-group_qwen-cli/
43097_989,pass,250.0,runs/2026-08-18T15-38-07-GMT_run-group_qwen-cli/
43120_1093,pass,250.0,runs/2026-08-17T22-42-48-GMT_run-group_qwen-cli/
43126_1046,fail,0.0,runs/2026-08-17T23-25-11-GMT_run-group_qwen-cli/
43196_567,pass,250.0,runs/2026-08-17T20-10-53-GMT_run-group_qwen-cli/
43623_571,pass,250.0,runs/2026-08-19T00-01-42-GMT_run-group_qwen-cli/
43726_1012,pass,500.0,runs/2026-08-18T20-18-30-GMT_run-group_qwen-cli/
44146_1028,pass,250.0,runs/2026-08-18T20-22-28-GMT_run-group_qwen-cli/
44152_1098,fail,0.0,runs/2026-08-18T05-59-38-GMT_run-group_qwen-cli/
44165_1022,pass,250.0,runs/2026-08-18T16-22-38-GMT_run-group_qwen-cli/
44210_1020,pass,250.0,runs/2026-08-18T00-47-16-GMT_run-group_qwen-cli/
44213_1005,fail,0.0,runs/2026-08-18T19-35-49-GMT_run-group_qwen-cli/
44235_908,fail,0.0,runs/2026-08-18T04-48-35-GMT_run-group_qwen-cli/
44259_997,pass,250.0,runs/2026-08-18T21-01-20-GMT_run-group_qwen-cli/
44336_1047,timeout,0.0,runs/2026-08-17T21-07-47-GMT_run-group_qwen-cli/
44509_397,pass,250.0,runs/2026-08-18T16-49-22-GMT_run-group_qwen-cli/
44728_421,fail,0.0,runs/2026-08-18T00-11-39-GMT_run-group_qwen-cli/
44804_694,pass,250.0,runs/2026-08-18T19-54-13-GMT_run-group_qwen-cli/
45190_520,pass,250.0,runs/2026-08-18T22-57-20-GMT_run-group_qwen-cli/
45479_400,pass,250.0,runs/2026-08-18T07-51-40-GMT_run-group_qwen-cli/
45523_892,pass,250.0,runs/2026-08-18T18-42-55-GMT_run-group_qwen-cli/
45543_1016,pass,250.0,runs/2026-08-18T07-36-08-GMT_run-group_qwen-cli/
45633_1114,pass,250.0,runs/2026-08-18T16-13-14-GMT_run-group_qwen-cli/
45882_428,pass,125.0,runs/2026-08-18T19-50-07-GMT_run-group_qwen-cli/
45887_1128,pass,250.0,runs/2026-08-18T04-18-24-GMT_run-group_qwen-cli/
45941_1113,fail,0.0,runs/2026-08-18T18-32-39-GMT_run-group_qwen-cli/
45990_993,pass,250.0,runs/2026-08-18T00-55-16-GMT_run-group_qwen-cli/
46053_566,pass,250.0,runs/2026-08-18T03-40-09-GMT_run-group_qwen-cli/
46344_753,fail,0.0,runs/2026-08-18T06-49-50-GMT_run-group_qwen-cli/
46371_1127,pass,250.0,runs/2026-08-18T16-31-04-GMT_run-group_qwen-cli/
46374_1086,pass,250.0,runs/2026-08-18T06-40-26-GMT_run-group_qwen-cli/
46383_999,pass,250.0,runs/2026-08-18T09-23-28-GMT_run-group_qwen-cli/
46528_995,pass,250.0,runs/2026-08-17T20-36-20-GMT_run-group_qwen-cli/
46768_1053,pass,250.0,runs/2026-08-18T20-48-00-GMT_run-group_qwen-cli/
47050_1025,fail,0.0,runs/2026-08-18T10-56-17-GMT_run-group_qwen-cli/
47282_643,fail,0.0,runs/2026-08-17T22-24-37-GMT_run-group_qwen-cli/
48631_667,pass,250.0,runs/2026-08-18T01-55-29-GMT_run-group_qwen-cli/
48694_681,pass,250.0,runs/2026-08-18T09-54-58-GMT_run-group_qwen-cli/
49062_1071,pass,250.0,runs/2026-08-18T11-16-59-GMT_run-group_qwen-cli/
49077_549,pass,250.0,runs/2026-08-17T23-35-53-GMT_run-group_qwen-cli/
49260_543,pass,250.0,runs/2026-08-18T15-12-40-GMT_run-group_qwen-cli/
49266_463,pass,250.0,runs/2026-08-18T14-18-32-GMT_run-group_qwen-cli/
49298_510,pass,250.0,runs/2026-08-17T22-37-14-GMT_run-group_qwen-cli/
49337_950,pass,250.0,runs/2026-08-18T07-44-55-GMT_run-group_qwen-cli/
49492_670,fail,0.0,runs/2026-08-18T19-28-16-GMT_run-group_qwen-cli/
49523_849,pass,250.0,runs/2026-08-17T22-26-39-GMT_run-group_qwen-cli/
49543_647,pass,250.0,runs/2026-08-18T02-08-27-GMT_run-group_qwen-cli/
49840_659,fail,0.0,runs/2026-08-18T00-39-11-GMT_run-group_qwen-cli/
49991_619,pass,250.0,runs/2026-08-17T22-58-25-GMT_run-group_qwen-cli/
50163_1076,pass,125.0,runs/2026-08-18T19-30-02-GMT_run-group_qwen-cli/
50236_738,pass,250.0,runs/2026-08-18T09-21-23-GMT_run-group_qwen-cli/
50311_877,pass,250.0,runs/2026-08-18T12-48-57-GMT_run-group_qwen-cli/
50357_1124,pass,250.0,runs/2026-08-17T20-27-46-GMT_run-group_qwen-cli/
50465_959,pass,250.0,runs/2026-08-18T13-08-45-GMT_run-group_qwen-cli/
50577_1094,pass,250.0,runs/2026-08-18T23-13-00-GMT_run-group_qwen-cli/
